User_ID,Group,Session_Date,Existing_Cart_Value,Prompted_Product_Price,Added_Product,Total_Order_Value,Conversion,Time_Spent_on_Checkout_Page,Device_Type,Returning_Customer
59,Show Prompt,2024-01-03 10:00:00,104.86,57.64117765744716,0,103.17,1,166.7588832045269,Desktop,0
60,Show Prompt,2024-01-03 11:00:00,126.31,24.90239074145875,1,160.06,1,2.938357943135008,Mobile,0
61,Show Prompt,2024-01-03 12:00:00,170.52,24.93513907913414,0,176.25,1,199.0347960828224,Mobile,1
62,Show Prompt,2024-01-03 13:00:00,201.45,32.94205349766254,0,201.71,1,103.55188715119816,Desktop,0
63,No Prompt,2024-01-03 14:00:00,148.16,41.7271466052694,0,149.52,0,221.89690103828173,Desktop,1
64,Show Prompt,2024-01-03 15:00:00,84.82,53.26816851240894,0,87.49,0,4.364745294171419,Desktop,0
65,Show Prompt,2024-01-03 16:00:00,87.01,51.657158968208975,0,87.99,1,64.0,Desktop,1
66,No Prompt,2024-01-03 17:00:00,155.15,34.84672474654458,0,153.09,1,3.3092186544044746,Mobile,1
67,Show Prompt,2024-01-03 18:00:00,64.54,56.99083455985996,0,55.3,1,42.0,Mobile,0
68,No Prompt,2024-01-03 19:00:00,21.64,1.0,0,37.67,0,1.1981653748705856,Desktop,0
69,Show Prompt,2024-01-03 20:00:00,70.48,50.49991446822912,0,81.86,1,173.0,Mobile,1
70,No Prompt,2024-01-03 21:00:00,63.37,38.00562985975712,0,59.74,1,154.0,Mobile,0
71,No Prompt,2024-01-03 22:00:00,63.15,61.04061597583066,0,59.84,1,2.7957192080313664,Mobile,0
72,Show Prompt,2024-01-03 23:00:00,49.24,55.30138038448124,0,60.59,1,1.7972480623058786,Mobile,1
73,Show Prompt,2024-01-04 00:00:00,20.12,48.06157900748084,1,40.26,1,46.0,Mobile,0
74,No Prompt,2024-01-04 01:00:00,10.16,61.77574785193397,0,25.57,0,60.51733664680412,Tablet,1
75,No Prompt,2024-01-04 02:00:00,206.62,87.19377826077573,0,199.39,1,156.0002455784284,Mobile,1
76,No Prompt,2024-01-04 03:00:00,74.76,15.642779670058449,0,95.77,1,1.569026086140053,Mobile,0
77,No Prompt,2024-01-04 04:00:00,88.03,32.49271434766638,0,89.16,1,172.13820201757616,Tablet,0
78,Show Prompt,2024-01-04 05:00:00,148.34,13.545687315820183,0,135.79,0,2.111053279533889,Tablet,0
79,Show Prompt,2024-01-04 06:00:00,62.29,47.34505225884162,0,47.76,0,88.0,Mobile,1
80,Show Prompt,2024-01-04 07:00:00,199.12,40.25908546864704,0,192.76,1,107.5863762609851,Mobile,0
81,No Prompt,2024-01-04 08:00:00,150.99,50.19926144805105,0,151.34,0,149.0,Desktop,1
82,No Prompt,2024-01-04 09:00:00,30.33,36.07627993770095,0,26.5,1,74.0,Desktop,0
83,Show Prompt,2024-01-04 10:00:00,92.29,48.98023041498256,0,80.73,1,141.0,Desktop,0
84,Show Prompt,2024-01-04 11:00:00,180.11,1.0634427608529575,1,180.63,1,116.0,Desktop,0
86,Show Prompt,2024-01-04 13:00:00,103.48,60.28953945872023,0,100.87,1,106.0,Mobile,0
87,No Prompt,2024-01-04 14:00:00,129.67,78.22611201672882,0,122.52,1,57.0,Desktop,0
88,No Prompt,2024-01-04 15:00:00,36.41,13.844067664690169,0,36.92,1,185.5864990501993,Mobile,0
89,No Prompt,2024-01-04 16:00:00,198.11,22.2417774050611,0,206.63,0,97.0,Desktop,0
90,Show Prompt,2024-01-04 17:00:00,65.85,44.11213132924345,0,52.56,1,176.0,Desktop,0
91,Show Prompt,2024-01-04 18:00:00,198.26,47.625059048373664,0,198.7,1,232.6555386643803,Mobile,1
92,No Prompt,2024-01-04 19:00:00,135.17,38.59711466855198,0,137.41,1,54.0,Mobile,0
93,No Prompt,2024-01-04 20:00:00,121.6,36.98557438476978,0,127.42,1,131.79331091970676,Mobile,0
94,No Prompt,2024-01-04 21:00:00,112.29,46.96162205268143,0,112.83,1,86.0,Mobile,1
95,No Prompt,2024-01-04 22:00:00,57.66,41.87703355730987,0,55.82,1,142.55194854580526,Desktop,0
96,Show Prompt,2024-01-04 23:00:00,43.53,41.68274464257246,0,37.02,0,5.020883475648168,Mobile,1
97,No Prompt,2024-01-05 00:00:00,53.16,45.43470865208526,0,44.04,1,71.27597427290263,Desktop,0
98,Show Prompt,2024-01-05 01:00:00,48.98,76.43874907871918,0,39.33,1,116.0,Mobile,0
99,Show Prompt,2024-01-05 02:00:00,154.09,28.5610886979033,0,153.93,0,228.62104955459333,Desktop,1
100,Show Prompt,2024-01-05 03:00:00,60.83,72.13424146306585,1,100.25,1,121.03467329360824,Desktop,0
101,Show Prompt,2024-01-05 04:00:00,27.82,31.499783095897985,0,17.84,1,22.0,Desktop,1
102,No Prompt,2024-01-05 05:00:00,203.1,67.60479477380322,0,187.03,1,103.55188715119816,Mobile,0
103,Show Prompt,2024-01-05 06:00:00,185.79,4.553907863305042,1,213.02,1,51.0,Tablet,1
104,No Prompt,2024-01-05 07:00:00,183.33,28.957355108527345,0,187.81,1,67.24148516311568,Mobile,1
105,No Prompt,2024-01-05 08:00:00,199.23,37.51918387338441,0,195.15,1,101.0,Mobile,0
106,Show Prompt,2024-01-05 09:00:00,48.71,19.6800912674802,0,43.24,1,62.0,Mobile,1
107,Show Prompt,2024-01-05 10:00:00,78.43,21.32057770690859,0,93.15,1,154.0,Mobile,0
108,No Prompt,2024-01-05 11:00:00,155.78,50.64896113804815,0,156.77,0,166.7588832045269,Tablet,1
109,Show Prompt,2024-01-05 12:00:00,144.65,38.62233369870645,0,149.07,1,0.5705549404145647,Mobile,0
110,Show Prompt,2024-01-05 13:00:00,43.91,62.62660277656768,0,44.33,1,107.5863762609851,Desktop,1
111,Show Prompt,2024-01-05 14:00:00,152.67,38.196614501081584,0,153.78,0,44.379380207656354,Desktop,0
112,Show Prompt,2024-01-05 15:00:00,59.5,13.940625140827771,1,82.56,1,33.62074258155784,Mobile,0
113,No Prompt,2024-01-05 16:00:00,59.34,18.63527303587196,0,51.13,1,122.0,Desktop,1
114,No Prompt,2024-01-05 17:00:00,111.69,29.34185867948316,0,108.07,0,39.0000613946071,Mobile,1
115,No Prompt,2024-01-05 18:00:00,122.15,70.03858794467567,0,125.08,1,90.0,Mobile,0
116,No Prompt,2024-01-05 19:00:00,121.59,25.805788748892404,0,124.71,1,146.5864376555922,Mobile,0
117,No Prompt,2024-01-05 20:00:00,20.53,69.18388855623799,0,23.15,0,177.0,Desktop,0
118,Show Prompt,2024-01-05 21:00:00,179.72,14.177382578309544,0,182.74,1,4.792661499482342,Tablet,0
119,No Prompt,2024-01-05 22:00:00,59.86,1.0,0,62.71,1,4.136523318005594,Mobile,0
120,No Prompt,2024-01-05 23:00:00,30.5,40.41471628937535,0,31.71,1,3.3092186544044746,Mobile,1
121,No Prompt,2024-01-06 00:00:00,188.59,48.81275292479647,0,177.08,1,93.0,Desktop,0
122,No Prompt,2024-01-06 01:00:00,185.25,47.90643649526784,0,198.51,1,134.0,Mobile,1
123,Show Prompt,2024-01-06 02:00:00,179.49,61.4523697039385,1,226.83,0,1.996942291450976,Desktop,1
124,Show Prompt,2024-01-06 03:00:00,167.6,50.031323991964726,1,224.81,1,2.1395810265546173,Mobile,0
125,Show Prompt,2024-01-06 04:00:00,130.51,44.80142030164509,0,135.97,0,1.7116648212436938,Mobile,0
126,Show Prompt,2024-01-06 05:00:00,114.95,7.231036898958923,0,113.13,1,51.0,Desktop,0
127,No Prompt,2024-01-06 06:00:00,33.76,23.143217250969336,0,21.82,0,34.0,Mobile,0
128,No Prompt,2024-01-06 07:00:00,85.58,9.015582941466374,0,90.55,1,108.9312059642474,Desktop,1
129,Show Prompt,2024-01-06 08:00:00,80.74,46.72644318413273,1,113.4,1,174.0,Desktop,0
130,No Prompt,2024-01-06 09:00:00,56.71,32.87984721762495,0,63.22,1,1.340804109974227,Mobile,1
131,Show Prompt,2024-01-06 10:00:00,148.5,25.725221646012407,0,143.08,1,111.62086537077204,Mobile,0
132,Show Prompt,2024-01-06 11:00:00,105.44,61.71217200586679,0,112.74,1,200.3796257860848,Tablet,0
133,Show Prompt,2024-01-06 12:00:00,21.4,34.41709402160255,0,20.84,0,4.165051065026321,Desktop,0
134,Show Prompt,2024-01-06 13:00:00,45.3,61.60398948329836,0,49.65,0,1.569026086140053,Mobile,0
135,No Prompt,2024-01-06 14:00:00,142.48,13.291576138595463,0,134.26,1,133.0,Desktop,0
136,Show Prompt,2024-01-06 15:00:00,28.39,82.72465994126381,0,31.36,1,32.0,Mobile,0
137,No Prompt,2024-01-06 16:00:00,177.0,30.14176235600529,0,177.41,1,34.0,Mobile,1
138,No Prompt,2024-01-06 17:00:00,103.17,54.80669034282359,0,101.39,1,3.080996678238649,Desktop,1
139,Show Prompt,2024-01-06 18:00:00,96.85,58.12823444054119,1,144.42,1,41.0,Mobile,0
140,No Prompt,2024-01-06 19:00:00,126.01,28.31864205783249,0,120.63,0,93.0,Desktop,0
141,No Prompt,2024-01-06 20:00:00,161.26,53.535936047857554,0,164.63,0,44.0,Mobile,0
142,Show Prompt,2024-01-06 21:00:00,68.36,6.393780984018637,0,70.43,1,120.0,Desktop,0
143,Show Prompt,2024-01-06 22:00:00,133.69,42.9077039506844,1,167.94,1,3.87977359481904,Mobile,0
144,Show Prompt,2024-01-06 23:00:00,114.76,72.43087380583863,0,102.56,1,1.7116648212436938,Mobile,0
145,Show Prompt,2024-01-07 00:00:00,68.47,59.67223549675714,0,66.45,1,107.0,Desktop,0
146,Show Prompt,2024-01-07 01:00:00,176.35,50.120174425490674,1,214.7,1,173.48303172083848,Mobile,0
148,No Prompt,2024-01-07 03:00:00,136.06,60.66226619660695,0,137.38,0,156.0002455784284,Mobile,0
150,Show Prompt,2024-01-07 05:00:00,173.12,24.830385871789662,1,188.86,1,76.0,Desktop,0
151,No Prompt,2024-01-07 06:00:00,145.07,28.07258228884715,0,135.28,0,149.0,Mobile,0
152,Show Prompt,2024-01-07 07:00:00,173.28,32.89773354753639,0,166.88,0,115.0,Mobile,0
153,Show Prompt,2024-01-07 08:00:00,136.76,1.1843109809261565,1,198.92,1,140.0,Mobile,1
154,Show Prompt,2024-01-07 09:00:00,146.59,4.872365509765356,0,141.73,1,2.3107475086789866,Mobile,1
155,No Prompt,2024-01-07 10:00:00,298.71,69.92853959813908,0,125.43,1,156.0,Mobile,1
156,Show Prompt,2024-01-07 11:00:00,150.06,61.89817491425055,0,157.06,0,117.0001841838213,Mobile,0
157,No Prompt,2024-01-07 12:00:00,50.66,23.148058192973224,0,42.22,1,2.852774702072823,Mobile,0
158,No Prompt,2024-01-07 13:00:00,184.51,29.294898952443912,0,181.51,1,1.0269988927462164,Desktop,1
159,Show Prompt,2024-01-07 14:00:00,170.75,54.507662947294506,1,202.35,1,182.89683964367467,Desktop,0
160,No Prompt,2024-01-07 15:00:00,16.17,69.48365226774811,0,14.34,0,1.968414544430248,Mobile,0
161,Show Prompt,2024-01-07 16:00:00,182.98,40.10770021935196,0,177.38,1,131.0,Mobile,1
162,No Prompt,2024-01-07 17:00:00,31.7,25.62026708350611,0,37.1,1,113.0,Mobile,0
163,No Prompt,2024-01-07 18:00:00,75.87,16.642479139046614,0,81.73,1,2.966885690155736,Mobile,0
164,No Prompt,2024-01-07 19:00:00,153.06,71.02975717302962,0,149.2,1,168.0,Mobile,0
165,Show Prompt,2024-01-07 20:00:00,50.79,30.733050411897096,0,37.8,1,4.707078258420158,Mobile,0
166,No Prompt,2024-01-07 21:00:00,165.28,37.33017139374673,0,158.55,0,236.6900277741672,Mobile,0
167,Show Prompt,2024-01-07 22:00:00,168.41,34.75205095956501,1,209.57,0,229.96587925785565,Mobile,1
168,Show Prompt,2024-01-07 23:00:00,111.59,54.619477756646816,1,117.9,1,93.0,Mobile,1
169,Show Prompt,2024-01-08 00:00:00,3.83,63.81896998189572,0,22.87,1,128.0,Mobile,0
170,No Prompt,2024-01-08 01:00:00,61.74,40.62142516814972,0,55.54,1,164.0,Mobile,1
171,No Prompt,2024-01-08 02:00:00,127.54,9.66849335304633,0,132.83,1,37.0,Mobile,0
172,Show Prompt,2024-01-08 03:00:00,203.06,71.5311705369522,0,195.85,1,1.740192568264422,Mobile,0
173,No Prompt,2024-01-08 04:00:00,130.46,21.33243503838252,0,132.91,0,120.0,Mobile,1
174,Show Prompt,2024-01-08 05:00:00,51.94,16.36213856132114,1,100.33,1,64.0,Mobile,1
175,No Prompt,2024-01-08 06:00:00,141.96,48.39808783844211,0,125.31,1,101.0,Mobile,1
176,Show Prompt,2024-01-08 07:00:00,111.24,9.908703894682294,1,153.62,1,95.8262967684112,Mobile,1
177,No Prompt,2024-01-08 08:00:00,154.39,56.14602112972874,0,156.61,0,92.0,Mobile,1
178,Show Prompt,2024-01-08 09:00:00,21.32,63.65587761464062,0,33.14,1,0.9414156516840316,Mobile,1
179,No Prompt,2024-01-08 10:00:00,145.83,55.79736760771169,0,151.0,0,236.6900277741672,Mobile,0
180,Show Prompt,2024-01-08 11:00:00,110.05,39.00499903088674,1,161.61,0,151.0,Desktop,1
181,Show Prompt,2024-01-08 12:00:00,190.79,56.48967884847538,0,198.14,1,101.0,Mobile,1
182,Show Prompt,2024-01-08 13:00:00,77.34,45.892514826030464,0,76.17,1,167.0,Mobile,1
183,No Prompt,2024-01-08 14:00:00,125.74,56.03943083076806,0,129.5,1,3.965356835881224,Desktop,0
184,No Prompt,2024-01-08 15:00:00,187.97,27.130140471420862,0,182.3,1,139.0,Mobile,0
185,Show Prompt,2024-01-08 16:00:00,31.47,48.95442679882726,1,77.73,1,236.26175878761293,Mobile,0
186,No Prompt,2024-01-08 17:00:00,185.55,41.70169069321661,0,175.44,1,169.44854261105152,Desktop,0
187,No Prompt,2024-01-08 18:00:00,143.15,34.49651509750847,0,142.18,1,127.0,Desktop,1
188,No Prompt,2024-01-08 19:00:00,16.63,57.81830916059669,0,16.86,1,0.7987769165803904,Mobile,0
189,No Prompt,2024-01-08 20:00:00,66.82,55.439819883208486,0,77.16,1,2.7957192080313664,Mobile,0
190,Show Prompt,2024-01-08 21:00:00,160.47,28.94946181547408,1,190.26,0,234.0003683676426,Mobile,1
191,Show Prompt,2024-01-08 22:00:00,16.4,14.900479184918112,0,20.66,1,34.0,Mobile,0
192,No Prompt,2024-01-08 23:00:00,120.59,52.37703503943755,0,127.83,1,38.0,Mobile,0
193,No Prompt,2024-01-09 00:00:00,78.17,3.659939898629311,0,80.14,1,109.0,Mobile,0
194,No Prompt,2024-01-09 01:00:00,125.59,30.675920137550904,0,128.05,1,1.2837486159327705,Mobile,1
195,Show Prompt,2024-01-09 02:00:00,23.91,55.6553255641277,0,10.82,1,232.6555386643803,Desktop,0
196,Show Prompt,2024-01-09 03:00:00,167.57,11.283534238664114,1,190.89,1,173.0,Tablet,1
197,No Prompt,2024-01-09 04:00:00,193.31,1.0,0,194.97,1,3.1665799193008337,Mobile,0
198,No Prompt,2024-01-09 05:00:00,190.87,44.49495252916788,0,190.48,1,135.8278000294937,Desktop,0
199,No Prompt,2024-01-09 06:00:00,153.44,56.95078669641754,0,140.83,1,201.72445548934704,Mobile,0
200,No Prompt,2024-01-09 07:00:00,39.14,20.344199590364507,0,22.24,1,1.740192568264422,Desktop,1
201,No Prompt,2024-01-09 08:00:00,155.49,42.77024086795826,0,152.58,1,51.103528723967926,Mobile,0
202,Show Prompt,2024-01-09 09:00:00,15.48,52.517818473130326,0,20.99,1,36.0,Mobile,0
203,Show Prompt,2024-01-09 10:00:00,18.35,52.6229100259465,1,42.48,1,2.710135966969182,Mobile,0
204,No Prompt,2024-01-09 11:00:00,74.47,34.79208461791752,0,70.94,1,82.0,Mobile,1
205,No Prompt,2024-01-09 12:00:00,103.6,56.28416944390709,0,97.92,1,4.279162053109235,Mobile,0
206,Show Prompt,2024-01-09 13:00:00,161.22,58.25408887945515,0,150.1,1,169.44854261105152,Desktop,1
207,Show Prompt,2024-01-09 14:00:00,143.53,70.94873056735156,0,140.92,1,91.44841982183732,Desktop,1
208,No Prompt,2024-01-09 15:00:00,100.55,55.185500146082376,0,101.95,1,5.619289390515061,Mobile,0
209,Show Prompt,2024-01-09 16:00:00,60.53,28.02730713466365,1,107.93,0,173.0,Mobile,0
210,Show Prompt,2024-01-09 17:00:00,198.4,18.04298478075421,0,194.17,0,3.366274148445932,Mobile,0
211,No Prompt,2024-01-09 18:00:00,95.63,45.48705781652826,0,102.5,1,71.0,Desktop,0
212,No Prompt,2024-01-09 19:00:00,104.83,63.1385310014501,0,99.47,1,425.9871105413021,Desktop,0
213,No Prompt,2024-01-09 20:00:00,42.25,38.17893959407063,0,41.5,1,3.87977359481904,Tablet,0
214,Show Prompt,2024-01-09 21:00:00,162.94,36.09092832247303,1,204.47,1,3.908301341839768,Desktop,0
215,No Prompt,2024-01-09 22:00:00,143.53,8.983195576155314,0,143.99,1,34.965572284820155,Mobile,0
216,Show Prompt,2024-01-09 23:00:00,105.57,54.53343086247496,0,46.55,1,1.854303556347335,Mobile,0
217,Show Prompt,2024-01-10 00:00:00,18.71,61.04228616037221,1,118.02,1,87.4139307120504,Mobile,0
218,No Prompt,2024-01-10 01:00:00,141.17,55.8421728188461,0,144.81,0,119.0,Desktop,1
219,No Prompt,2024-01-10 02:00:00,138.92,32.331921264420735,0,135.24,1,163.0,Mobile,1
220,No Prompt,2024-01-10 03:00:00,61.01,1.0,0,52.81,1,4.878244740544528,Mobile,1
221,No Prompt,2024-01-10 04:00:00,204.58,13.04350323185109,0,194.49,1,73.0,Desktop,0
222,No Prompt,2024-01-10 05:00:00,45.26,37.99554015961802,0,34.45,1,108.9312059642474,Mobile,0
223,Show Prompt,2024-01-10 06:00:00,93.66,30.617069724406864,1,105.46,1,199.0347960828224,Mobile,0
224,Show Prompt,2024-01-10 07:00:00,194.98,4.509225842665153,1,220.33,1,68.0,Desktop,0
225,Show Prompt,2024-01-10 08:00:00,92.27,5.66142606969979,1,124.7,0,44.0,Mobile,0
226,Show Prompt,2024-01-10 09:00:00,129.92,2.313746894467535,1,144.7,1,0.8273046636011187,Mobile,1
227,No Prompt,2024-01-10 10:00:00,87.06,1.0,0,92.37,1,137.0,Desktop,0
228,Show Prompt,2024-01-10 11:00:00,53.46,1.0,1,274.3,0,4.6500227643787015,Desktop,0
229,No Prompt,2024-01-10 12:00:00,197.09,56.79678979601312,0,200.67,1,5.020883475648168,Tablet,1
230,No Prompt,2024-01-10 13:00:00,89.44,80.55843774463688,0,94.68,0,111.0,Mobile,0
231,No Prompt,2024-01-10 14:00:00,182.59,21.22453246243192,0,183.39,1,4.364745294171419,Mobile,0
232,No Prompt,2024-01-10 15:00:00,143.61,53.94476489554842,0,55.06,1,163.0,Desktop,0
233,No Prompt,2024-01-10 16:00:00,50.13,42.284529663354455,0,50.82,1,4.764133752461615,Mobile,0
234,Show Prompt,2024-01-10 17:00:00,19.1,54.96119005337075,1,60.97,1,99.0,Mobile,1
235,Show Prompt,2024-01-10 18:00:00,139.66,1.0,0,144.9,1,239.56574192102804,Desktop,0
236,No Prompt,2024-01-10 19:00:00,76.83,70.25427602875152,0,80.34,1,97.0,Mobile,0
237,Show Prompt,2024-01-10 20:00:00,174.07,45.42202552057067,1,185.52,0,1.7687203152851505,Mobile,1
238,Show Prompt,2024-01-10 21:00:00,93.54,26.77891725309448,0,101.77,0,4.935300234585984,Mobile,1
239,No Prompt,2024-01-10 22:00:00,194.6,22.96310002160387,0,193.4,1,109.0,Mobile,1
240,Show Prompt,2024-01-10 23:00:00,31.98,54.84096955855206,1,90.01,1,97.0,Mobile,1
241,No Prompt,2024-01-11 00:00:00,167.9,56.66610663214435,0,169.61,1,45.0,Mobile,0
242,No Prompt,2024-01-11 01:00:00,160.39,33.52180503654749,0,166.31,1,140.0,Desktop,0
243,No Prompt,2024-01-11 02:00:00,158.19,27.55105270709734,0,151.51,1,64.0,Desktop,0
244,Show Prompt,2024-01-11 03:00:00,165.8,52.76713943208239,0,165.88,1,82.0,Mobile,0
245,Show Prompt,2024-01-11 04:00:00,147.64,18.223551966033224,1,179.63,1,87.0,Mobile,1
246,No Prompt,2024-01-11 05:00:00,125.8,28.37216646774597,0,123.84,1,232.6555386643803,Mobile,1
247,Show Prompt,2024-01-11 06:00:00,28.96,48.93244948309796,0,42.08,0,21.0,Mobile,0
248,No Prompt,2024-01-11 07:00:00,14.99,32.07436863375809,0,22.76,1,161.0,Desktop,0
249,No Prompt,2024-01-11 08:00:00,179.47,25.141347300455905,0,187.58,1,127.0,Desktop,0
250,No Prompt,2024-01-11 09:00:00,132.96,67.47138745965677,0,130.63,1,49.0,Desktop,1
251,Show Prompt,2024-01-11 10:00:00,167.91,78.56442233374511,0,160.71,1,91.44841982183732,Mobile,0
252,Show Prompt,2024-01-11 11:00:00,91.98,61.55577956191362,0,99.54,1,159.0,Mobile,1
253,No Prompt,2024-01-11 12:00:00,30.95,13.682314052505893,0,25.36,1,84.72427130552576,Mobile,1
254,Show Prompt,2024-01-11 13:00:00,31.02,16.01799518268463,0,28.76,0,32.0,Mobile,1
255,Show Prompt,2024-01-11 14:00:00,141.69,16.883500475055552,0,141.36,1,130.44848121644443,Desktop,1
256,No Prompt,2024-01-11 15:00:00,93.79,9.855483556946863,0,91.29,1,4.136523318005594,Tablet,1
257,No Prompt,2024-01-11 16:00:00,36.7,47.16986140095096,0,56.18,0,117.0,Mobile,0
